1767,サキ 
621,高垣 松雄
1774,高祖 保
1776,蜷川 新
1777,山崎 富栄
1925,シートン アーネスト・トンプソン
1778,薄田 斬雲
1781,金田 鬼一
1782,辰野 九紫
1783,エリオット ジェイムズ・サンヅ
1784,ノイバーガー マクス
1788,十返 肇
1790,青空文庫 
1794,幣原 喜重郎
1796,辰野 隆
1797,河本 大作
1714,平野 零児
1798,梅崎 春生
1799,中 勘助
1199,ソログープ フョードル
1800,米川 正夫
1803,小杉 放庵
1804,三枝 博音
1805,三遊亭 金馬
1780,高群 逸枝
1806,斉藤 弘吉
1699,ラヴクラフト ハワード・フィリップス
1809,人見 絹枝
1813,石塚 浩之
928,前田 夕暮
1816,浅野 正恭
1821,蔵原 伸二郎
1822,中村 地平
1823,高見 順
1801,山川 方夫
1824,大坪 砂男
514,菊池 幽芳
1826,森下 雨村
1832,柴田 宵曲
702,中村 憲吉
1834,The Creative CAT 
1835,石川 成章
1839,荒木 光二郎
1841,カーペンター ケニス・Ｊ
1842,アレン ジェームズ
1843,アレン リリー・Ｌ
1844,ミーゼス ルートヴィヒ・フォン
1845,村田 稔雄
1846,小泉 信三
1847,ヘミングウェイ アーネスト・ミラー
1851,中島 英之
1850,バルザック オノレ・ド
1859,レ・ファニュ ジョゼフ・シェリダン
1861,河井 酔茗
1863,安西 冬衛
1864,森田 正馬
1865,大堀 竜太郎
1869,山本 周五郎
1870,亀井 勝一郎
1866,楠田 匡介
1872,大下 宇陀児
1875,壺井 栄
1876,塚原 健二郎
1877,シガーヨンスソン フロスティ
1878,早川 健治
1879,大隈 重信
1413,池田 亀鑑
1882,キングスフォード アンナ
1884,小宮 豊隆
1886,藤井 英男
1885,藤野 古白
1887,小野 梓
1889,山中 峯太郎
1894,木村 荘十
1833,鈴木 大拙
1900,ドロステ＝ヒュルスホフ アネッテ・フォン
1901,番匠谷 英一
1902,新井 紀一
1903,上田 広
1904,佐佐木 茂索
1905,中野 秀人
1906,河井 寛次郎
1907,窪田 空穂
1909,安倍 能成
1910,中島 哀浪
1911,川田 順
1912,野間 清六
1908,小穴 隆一
1913,深瀬 基寛
1891,矢崎 源九郎
1917,福永 信
1918,澤西 祐典
1916,円城 塔
1919,シェミン マーガレット
1920,宝 探子
1924,吉田 茂
1934,柳原 白蓮
1937,笠 信太郎
1938,新村 出
1939,恒藤 恭
1943,成沢 玲川
1637,中野 鈴子
1948,鮎川 義介
1949,山浦 貫一
1950,クロッサー マイラ・ジョー
1951,ブラックウッド アルジャーノン
1952,チェンバース ロバート・W
1955,太田 健一
1960,ミルン アラン・アレクザンダー
1961,稲垣 巌
392,生田 葵山
1954,中村 清太郎
1968,時枝 誠記
1969,矢部 貞治
1956,金森 徳次郎
1972,林 譲治
1977,森 於菟
1871,三宅 周太郎
1927,野上 彰
1958,富田 常雄
1974,吉野 秀雄
1978,勝本 清一郎
1970,島 秋人
1979,菱山 修三
1983,淀野 隆三
1984,金沢 庄三郎
1985,薄田 太郎
1986,秘田 余四郎
1989,早川 鮎子
1990,芥川 紗織
1994,森 郁夫
1995,ジェイコブス ウイリアム・ワイマーク
1996,中村 研一
1931,岡田 武松
1932,山東 京山
2007,山東 京伝
2009,マッケナ リチャード・ミルトン
2010,スミス コードウェイナー
